epoch	training_loss	validation_loss
1.57	0.8543	None
1.57	0.8189	None
1.57	0.8199	None
1.57	0.8734	None
1.57	0.7901	None
1.57	0.7596	None
1.57	None	0.8146722316741943
1.57	0.7851	None
1.57	0.8255	None
1.57	0.7821	None
1.57	0.7006	None
1.57	0.7616	None
1.57	0.8376	None
1.58	0.7807	None
1.58	0.8225	None
1.58	None	0.8134892582893372
1.58	0.6264	None
1.58	0.7608	None
1.58	0.7724	None
1.58	0.7811	None
1.58	0.7397	None
1.58	0.839	None
1.58	0.7327	None
1.58	0.7419	None
1.58	None	0.8147590756416321
1.58	0.838	None
1.58	0.791	None
1.58	0.828	None
1.58	0.7583	None
1.58	0.7727	None
1.58	0.7509	None
1.58	0.708	None
1.58	0.7008	None
1.58	None	0.813686728477478
1.58	0.7582	None
1.58	0.8112	None
1.58	0.7132	None
1.59	0.7974	None
1.59	0.8972	None
1.59	0.821	None
1.59	0.8175	None
1.59	0.8087	None
1.59	None	0.8136115670204163
1.59	0.7936	None
1.59	0.7242	None
1.59	0.7152	None
1.59	0.7529	None
1.59	0.8033	None
1.59	0.7666	None
1.59	0.7945	None
1.59	0.7443	None
1.59	None	0.812844455242157
1.59	0.8413	None
1.59	0.6783	None
1.59	0.7809	None
1.59	0.856	None
1.59	0.679	None
1.59	0.6886	None
1.59	0.7191	None
1.59	0.7021	None
1.59	None	0.8130864500999451
1.6	0.7715	None
1.6	0.735	None
1.6	0.777	None
1.6	0.8219	None
1.6	0.8209	None
1.6	0.8052	None
1.6	0.833	None
1.6	0.8508	None
1.6	None	0.8137586712837219
1.6	0.728	None
1.6	0.7484	None
1.6	0.8145	None
1.6	0.7558	None
1.6	0.9134	None
1.6	0.7507	None
1.6	0.8342	None
1.6	0.7781	None
1.6	None	0.810956597328186
1.6	0.8052	None
1.6	0.7316	None
1.6	0.7601	None
1.6	0.7846	None
1.6	0.8572	None
1.6	0.7501	None
1.61	0.8657	None
1.61	0.7516	None
1.61	None	0.8088588714599609
1.61	0.8533	None
1.61	0.8498	None
1.61	0.7944	None
1.61	0.7237	None
1.61	0.8635	None
1.61	0.8393	None
1.61	0.8064	None
1.61	0.7916	None
1.61	None	0.8096450567245483
1.61	0.7487	None
1.61	0.776	None
1.61	0.7491	None
1.61	0.8419	None
1.61	0.8039	None
1.61	0.874	None
1.61	0.8784	None
1.61	0.8539	None
1.61	None	0.8104371428489685
1.61	0.7968	None
1.61	0.816	None
1.61	0.8027	None
1.62	0.7886	None
1.62	0.786	None
1.62	0.694	None
1.62	0.8893	None
1.62	0.7344	None
1.62	None	0.812185525894165
1.62	0.8104	None
1.62	0.7716	None
1.62	0.7816	None
1.62	0.7334	None
1.62	0.8262	None
1.62	0.8624	None
1.62	0.7717	None
1.62	0.8087	None
1.62	None	0.8123964667320251
1.62	0.7577	None
1.62	0.8003	None
1.62	0.7165	None
1.62	0.8239	None
1.62	0.6395	None
1.62	0.7877	None
1.62	0.7755	None
1.62	0.7668	None
1.62	None	0.8111434578895569
1.63	0.7509	None
1.63	0.6695	None
1.63	0.677	None
1.63	0.8352	None
1.63	0.7467	None
1.63	0.7294	None
1.63	0.8037	None
1.63	0.7287	None
1.63	None	0.8144360780715942
1.63	0.862	None
1.63	0.8243	None
1.63	0.7264	None
1.63	0.6923	None
1.63	0.8069	None
1.63	0.6713	None
1.63	0.7807	None
1.63	0.785	None
1.63	None	0.8133438229560852
1.63	0.711	None
1.63	0.8382	None
1.63	0.7689	None
1.63	0.7135	None
1.63	0.8496	None
1.63	0.7046	None
1.64	0.7418	None
1.64	0.8596	None
1.64	None	0.8116539716720581
1.64	0.7276	None
1.64	0.7963	None
1.64	0.8149	None
1.64	0.762	None
1.64	0.7613	None
1.64	0.7032	None
1.64	0.8222	None
1.64	0.8372	None
1.64	None	0.8123208284378052
1.64	0.7845	None
1.64	0.7706	None
1.64	0.7537	None
1.64	0.7462	None
1.64	0.794	None
1.64	0.737	None
1.64	0.6668	None
1.64	0.7888	None
1.64	None	0.8119107484817505
1.64	0.7795	None
1.64	0.752	None
1.64	0.7782	None
1.65	0.7379	None
1.65	0.7703	None
1.65	0.7051	None
1.65	0.791	None
1.65	0.7892	None
1.65	None	0.8110682964324951
1.65	0.8686	None
1.65	0.7761	None
1.65	0.8116	None
1.65	0.8129	None
1.65	0.7385	None
1.65	0.679	None
1.65	0.8943	None
1.65	0.7693	None
1.65	None	0.8119773864746094
1.65	0.7692	None
1.65	0.7447	None
1.65	0.7759	None
1.65	0.7964	None
1.65	0.6493	None
1.65	0.8019	None
1.65	0.741	None
1.65	0.8342	None
1.65	None	0.8098658323287964
1.66	0.7665	None
1.66	0.7604	None
1.66	0.7776	None
1.66	0.8315	None
1.66	0.7458	None
1.66	0.7409	None
1.66	0.7859	None
1.66	0.8558	None
1.66	None	0.8108921051025391
1.66	0.7914	None
1.66	0.8474	None
1.66	0.7195	None
1.66	0.8231	None
1.66	0.8212	None
1.66	0.7505	None
1.66	0.8245	None
1.66	0.6997	None
1.66	None	0.8124678134918213
1.66	0.8694	None
1.66	0.6501	None
1.66	0.7765	None
1.66	0.7384	None
1.66	0.6709	None
1.67	0.8135	None
1.67	0.8231	None
1.67	0.7074	None
1.67	None	0.8123274445533752
1.67	0.7486	None
1.67	0.7236	None
1.67	0.7578	None
1.67	0.8629	None
1.67	0.7991	None
1.67	0.7604	None
1.67	0.757	None
1.67	0.8075	None
1.67	None	0.8112566471099854
1.67	0.7508	None
1.67	0.7266	None
1.67	0.6835	None
1.67	0.7762	None
1.67	0.7964	None
1.67	0.738	None
1.67	0.7915	None
1.67	0.7932	None
1.67	None	0.8114742636680603
1.67	0.8964	None
1.67	0.8383	None
1.67	0.7424	None
1.68	0.7422	None
1.68	0.7626	None
1.68	0.8552	None
1.68	0.723	None
1.68	0.8606	None
1.68	None	0.8101179599761963
1.68	0.6799	None
1.68	0.7625	None
1.68	0.7045	None
1.68	0.7278	None
1.68	0.8406	None
1.68	0.7631	None
1.68	0.707	None
1.68	0.7469	None
1.68	None	0.8086557984352112
1.68	0.7462	None
1.68	0.8918	None
1.68	0.8246	None
1.68	0.7007	None
1.68	0.8392	None
1.68	0.7974	None
1.68	0.6697	None
1.68	0.7203	None
1.68	None	0.8103388547897339
1.69	0.7853	None
1.69	0.8738	None
1.69	0.7408	None
1.69	0.7516	None
1.69	0.6757	None
1.69	0.7429	None
1.69	0.7544	None
1.69	0.797	None
1.69	None	0.8114722967147827
1.69	0.8144	None
1.69	0.7271	None
1.69	0.7893	None
1.69	0.7579	None
1.69	0.6833	None
1.69	0.7151	None
1.69	0.8647	None
1.69	0.7426	None
1.69	None	0.809256374835968
1.69	0.8505	None
1.69	0.7255	None
1.69	0.7293	None
1.69	0.7834	None
1.69	0.8217	None
1.7	0.859	None
1.7	0.6688	None
1.7	0.7504	None
1.7	None	0.8099135160446167
1.7	0.6844	None
1.7	0.7905	None
1.7	0.7103	None
1.7	0.7996	None
1.7	0.7334	None
1.7	0.7229	None
1.7	0.831	None
1.7	0.8489	None
1.7	None	0.810479998588562
1.7	0.7388	None
1.7	0.7378	None
1.7	0.7948	None
1.7	0.8649	None
1.7	0.6735	None
1.7	0.7356	None
1.7	0.8715	None
1.7	0.8877	None
1.7	None	0.8096276521682739
1.7	0.6986	None
1.7	0.725	None
1.71	0.8091	None
1.71	0.7785	None
1.71	0.8651	None
1.71	0.7446	None
1.71	0.6895	None
1.71	0.7642	None
1.71	None	0.810414731502533
1.71	0.7927	None
1.71	0.7784	None
1.71	0.615	None
1.71	0.703	None
1.71	0.8369	None
1.71	0.8308	None
1.71	0.7437	None
1.71	0.8962	None
1.71	None	0.8091064691543579
1.71	0.8816	None
1.71	0.77	None
1.71	0.7353	None
1.71	0.7538	None
1.71	0.7792	None
1.71	0.843	None
1.71	0.8574	None
1.71	0.7218	None
1.71	None	0.8069130182266235
1.72	0.819	None
1.72	0.7644	None
1.72	0.7265	None
1.72	0.7553	None
1.72	0.8125	None
1.72	0.8721	None
1.72	0.7248	None
1.72	0.8274	None
1.72	None	0.8074536919593811
1.72	0.738	None
1.72	0.9096	None
1.72	0.8156	None
1.72	0.8514	None
1.72	0.8337	None
1.72	0.7808	None
1.72	0.8476	None
1.72	0.7857	None
1.72	None	0.8053677678108215
1.72	0.6933	None
1.72	0.8025	None
1.72	0.6692	None
1.72	0.7966	None
1.72	0.7737	None
1.73	0.6764	None
1.73	0.7991	None
1.73	0.7331	None
1.73	None	0.8066574335098267
1.73	0.7674	None
1.73	0.633	None
1.73	0.8404	None
1.73	0.625	None
1.73	0.7584	None
1.73	0.7378	None
1.73	0.7151	None
1.73	0.8292	None
1.73	None	0.8044217824935913
1.73	0.8021	None
1.73	0.7265	None
1.73	0.8095	None
1.73	0.8047	None
1.73	0.7623	None
1.73	0.8	None
1.73	0.8347	None
1.73	0.8438	None
1.73	None	0.8073238134384155
1.73	0.6857	None
1.73	0.8181	None
1.74	0.7155	None
1.74	0.9656	None
1.74	0.677	None
1.74	0.7799	None
1.74	0.6902	None
1.74	0.8913	None
1.74	None	0.8054792881011963
1.74	0.7093	None
1.74	0.7626	None
1.74	0.7881	None
1.74	0.7551	None
1.74	0.8129	None
1.74	0.7646	None
1.74	0.7493	None
1.74	0.8311	None
1.74	None	0.8048732876777649
1.74	0.6973	None
1.74	0.8604	None
1.74	0.7365	None
1.74	0.7276	None
1.74	0.8087	None
1.74	0.7209	None
1.74	0.6083	None
1.74	0.8861	None
1.74	None	0.8065225481987
1.75	0.7769	None
1.75	0.8285	None
1.75	0.7206	None
1.75	0.7411	None
1.75	0.7061	None
1.75	0.732	None
1.75	0.7652	None
1.75	0.694	None
1.75	None	0.8067910671234131
1.75	0.7343	None
1.75	0.8399	None
1.75	0.7178	None
1.75	0.7146	None
1.75	0.7919	None
1.75	0.8084	None
1.75	0.7074	None
1.75	0.7741	None
1.75	None	0.8037001490592957
1.75	0.8361	None
1.75	0.7781	None
1.75	0.7542	None
1.75	0.7753	None
1.75	0.8198	None
1.76	0.84	None
1.76	0.6712	None
1.76	0.7576	None
1.76	None	0.8064870238304138
1.76	0.7698	None
1.76	0.7475	None
1.76	0.7235	None
1.76	0.8021	None
1.76	0.7066	None
1.76	0.8496	None
1.76	0.7739	None
1.76	0.8167	None
1.76	None	0.8040189146995544
1.76	0.6879	None
1.76	0.8161	None
1.76	0.8172	None
1.76	0.7624	None
1.76	0.8346	None
1.76	0.8653	None
1.76	0.7663	None
1.76	0.7407	None
1.76	None	0.8055071234703064
1.76	0.6989	None
1.76	0.8042	None
1.77	0.75	None
1.77	0.7512	None
1.77	0.7598	None
1.77	0.8294	None
1.77	0.8275	None
1.77	0.7573	None
1.77	None	0.8046478033065796
1.77	0.9093	None
1.77	0.7758	None
1.77	0.8566	None
1.77	0.8335	None
1.77	0.8113	None
1.77	0.7232	None
1.77	0.7282	None
1.77	0.8092	None
1.77	None	0.8046271204948425
1.77	0.7401	None
1.77	0.6949	None
1.77	0.8053	None
1.77	0.7786	None
1.77	0.7827	None
1.77	0.8209	None
1.77	0.8336	None
1.78	0.68	None
1.78	None	0.805175244808197
1.78	0.7957	None
1.78	0.7688	None
1.78	0.7246	None
1.78	0.7453	None
1.78	0.8622	None
1.78	0.6466	None
1.78	0.8179	None
1.78	0.789	None
1.78	None	0.8048512935638428
1.78	0.7681	None
1.78	0.8351	None
1.78	0.8295	None
1.78	0.7577	None
1.78	0.7966	None
1.78	0.8606	None
1.78	0.7574	None
1.78	0.8174	None
1.78	None	0.8031519651412964
1.78	0.8241	None
1.78	0.755	None
1.78	0.7312	None
1.78	0.7234	None
1.78	0.8219	None
1.79	0.7106	None
1.79	0.8978	None
1.79	0.7333	None
1.79	None	0.8037329316139221
1.79	0.7847	None
1.79	0.7637	None
1.79	0.6877	None
1.79	0.6331	None
1.79	0.7036	None
1.79	0.7891	None
1.79	0.7422	None
1.79	0.7845	None
1.79	None	0.8021841645240784
1.79	0.7465	None
1.79	0.7034	None
1.79	0.7717	None
1.79	0.749	None
1.79	0.8261	None
1.79	0.6332	None
1.79	0.8278	None
1.79	0.7296	None
1.79	None	0.8014875054359436
1.79	0.7423	None
1.79	0.6867	None
1.8	0.8396	None
1.8	0.7356	None
1.8	0.8182	None
1.8	0.6934	None
1.8	0.7979	None
1.8	0.7336	None
1.8	None	0.805141031742096
1.8	0.667	None
1.8	0.6606	None
1.8	0.7275	None
1.8	0.7971	None
1.8	0.788	None
1.8	0.8479	None
1.8	0.7986	None
1.8	0.8587	None
1.8	None	0.8025733828544617
1.8	0.8145	None
1.8	0.7756	None
1.8	0.7552	None
1.8	0.6113	None
1.8	0.7055	None
1.8	0.752	None
1.8	0.6565	None
1.81	0.8205	None
1.81	None	0.8040667176246643
1.81	0.8499	None
1.81	0.7322	None
1.81	0.797	None
1.81	0.821	None
1.81	0.8102	None
1.81	0.6609	None
1.81	0.7688	None
1.81	0.8022	None
1.81	None	0.8050817251205444
1.81	0.732	None
1.81	0.8309	None
1.81	0.8034	None
1.81	0.6774	None
1.81	0.7912	None
1.81	0.8977	None
1.81	0.7315	None
1.81	0.7566	None
1.81	None	0.8020333647727966
1.81	0.7917	None
1.81	0.7619	None
1.81	0.6413	None
1.81	0.7917	None
1.82	0.81	None
1.82	0.9341	None
1.82	0.7356	None
1.82	0.8272	None
1.82	None	0.8016418814659119
1.82	0.7089	None
1.82	0.742	None
1.82	0.8375	None
1.82	0.7628	None
1.82	0.9274	None
1.82	0.8208	None
1.82	0.772	None
1.82	0.7918	None
1.82	None	0.8003647923469543
1.82	0.7999	None
1.82	0.7031	None
1.82	0.8168	None
1.82	0.7088	None
1.82	0.7226	None
1.82	0.7545	None
1.82	0.7895	None
1.82	0.7143	None
1.82	None	0.7988008856773376
1.82	0.7905	None
1.82	0.7412	None
1.83	0.8429	None
1.83	0.6966	None
1.83	0.7967	None
1.83	0.6726	None
1.83	0.7931	None
1.83	0.7537	None
1.83	None	0.7997462153434753
1.83	0.6838	None
1.83	0.8229	None
1.83	0.8249	None
1.83	0.8053	None
1.83	0.7782	None
1.83	0.7394	None
1.83	0.7776	None
1.83	0.8165	None
1.83	None	0.799282968044281
1.83	0.8152	None
1.83	0.7527	None
1.83	0.7858	None
1.83	0.7609	None
1.83	0.7207	None
1.83	0.7278	None
1.83	0.7637	None
1.84	0.8058	None
1.84	None	0.8017346858978271
1.84	0.7494	None
1.84	0.8527	None
1.84	0.7932	None
1.84	0.8736	None
1.84	0.7509	None
1.84	0.7511	None
1.84	0.7205	None
1.84	0.7022	None
1.84	None	0.8002598881721497
1.84	0.7656	None
1.84	0.778	None
1.84	0.7296	None
1.84	0.7327	None
1.84	0.7783	None
1.84	0.7748	None
1.84	0.8453	None
1.84	0.7891	None
1.84	None	0.7979268431663513
1.84	0.7583	None
1.84	0.7808	None
1.84	0.8004	None
1.84	0.7621	None
1.85	0.7694	None
1.85	0.7312	None
1.85	0.7184	None
1.85	0.7739	None
1.85	None	0.7987604737281799
1.85	0.7662	None
1.85	0.8931	None
1.85	0.8361	None
1.85	0.7226	None
1.85	0.8341	None
1.85	0.7616	None
1.85	0.7681	None
1.85	0.8388	None
1.85	None	0.7996073365211487
1.85	0.6935	None
1.85	0.8818	None
1.85	0.7661	None
1.85	0.7743	None
1.85	0.8303	None
1.85	0.7485	None
1.85	0.7957	None
1.85	0.9493	None
1.85	None	0.7973825931549072
1.85	0.8115	None
1.85	0.8528	None
1.86	0.7728	None
1.86	0.8221	None
1.86	0.7576	None
1.86	0.7114	None
1.86	0.7547	None
1.86	0.7132	None
1.86	None	0.7973765134811401
1.86	0.7258	None
1.86	0.7534	None
1.86	0.698	None
1.86	0.8917	None
1.86	0.7335	None
1.86	0.8325	None
1.86	0.7442	None
1.86	0.6961	None
1.86	None	0.7988327145576477
1.86	0.8163	None
1.86	0.7523	None
1.86	0.7977	None
1.86	0.7526	None
1.86	0.7636	None
1.86	0.9389	None
1.86	0.8541	None
1.87	0.7355	None
1.87	None	0.7976184487342834
1.87	0.7463	None
1.87	0.7926	None
1.87	0.8189	None
1.87	0.6662	None
1.87	0.8451	None
1.87	0.7081	None
1.87	0.8917	None
1.87	0.8936	None
1.87	None	0.7983583211898804
1.87	0.7927	None
1.87	0.6846	None
1.87	0.8222	None
1.87	0.7385	None
1.87	0.8017	None
1.87	0.7986	None
1.87	0.7423	None
1.87	0.7416	None
1.87	None	0.7980043888092041
1.87	0.7561	None
1.87	0.7428	None
1.87	0.666	None
1.87	0.6627	None
1.88	0.8444	None
1.88	0.7897	None
1.88	0.8687	None
1.88	0.7575	None
1.88	None	0.7963572144508362
1.88	0.7914	None
1.88	0.6515	None
1.88	0.7276	None
1.88	0.6873	None
1.88	0.7781	None
1.88	0.735	None
1.88	0.8398	None
1.88	0.7391	None
1.88	None	0.7968083620071411
1.88	0.7857	None
1.88	0.8678	None
1.88	0.7634	None
1.88	0.8413	None
1.88	0.8094	None
1.88	0.8303	None
1.88	0.8629	None
1.88	0.6641	None
1.88	None	0.7961148619651794
1.88	0.7526	None
1.89	0.7779	None
1.89	0.7519	None
1.89	0.7916	None
1.89	0.7053	None
1.89	0.6897	None
1.89	0.7302	None
1.89	0.8093	None
1.89	None	0.794682502746582
1.89	0.7853	None
1.89	0.7112	None
1.89	0.7467	None
1.89	0.8171	None
1.89	0.7129	None
1.89	0.7981	None
1.89	0.9112	None
1.89	0.8077	None
1.89	None	0.7948839664459229
1.89	0.7513	None
1.89	0.946	None
1.89	0.8045	None
1.89	0.7947	None
1.89	0.8172	None
1.89	0.7983	None
1.89	0.7223	None
1.9	0.7861	None
1.9	None	0.7940667271614075
1.9	0.6699	None
1.9	0.7359	None
1.9	0.8273	None
1.9	0.8035	None
1.9	0.7916	None
1.9	0.6942	None
1.9	0.7122	None
1.9	0.7477	None
1.9	None	0.793743908405304
1.9	0.7915	None
1.9	0.7066	None
1.9	0.9257	None
1.9	0.8373	None
1.9	0.8698	None
1.9	0.6718	None
1.9	0.8538	None
1.9	0.6659	None
1.9	None	0.7942060232162476
1.9	0.7132	None
1.9	0.675	None
1.9	0.7466	None
1.9	0.6446	None
1.91	0.689	None
1.91	0.8402	None
1.91	0.9392	None
1.91	0.7571	None
1.91	None	0.7944799065589905
1.91	0.7343	None
1.91	0.801	None
1.91	0.7897	None
1.91	0.7453	None
1.91	0.7199	None
1.91	0.7382	None
1.91	0.8049	None
1.91	0.9048	None
1.91	None	0.7941749691963196
1.91	0.7295	None
1.91	0.8459	None
1.91	0.7212	None
1.91	0.8104	None
1.91	0.6658	None
1.91	0.8093	None
1.91	0.7002	None
1.91	0.6428	None
1.91	None	0.7922653555870056
1.91	0.733	None
1.92	0.7963	None
1.92	0.6836	None
1.92	0.7509	None
1.92	0.7323	None
1.92	0.7773	None
1.92	0.8179	None
1.92	0.8258	None
1.92	None	0.791648805141449
1.92	0.8061	None
1.92	0.748	None
1.92	0.7553	None
1.92	0.7278	None
1.92	0.8105	None
1.92	0.7223	None
1.92	0.6693	None
1.92	0.7049	None
1.92	None	0.7912346720695496
1.92	0.7853	None
1.92	0.7565	None
1.92	0.8107	None
1.92	0.6338	None
1.92	0.718	None
1.92	0.8183	None
1.93	0.6946	None
1.93	0.8072	None
1.93	None	0.7913625836372375
1.93	0.6645	None
1.93	0.696	None
1.93	0.7125	None
1.93	0.7863	None
1.93	0.886	None
1.93	0.6134	None
1.93	0.7694	None
1.93	0.7697	None
1.93	None	0.7911995053291321
1.93	0.7503	None
1.93	0.7912	None
1.93	0.7973	None
1.93	0.6707	None
1.93	0.7539	None
1.93	0.7702	None
1.93	0.7225	None
1.93	0.7858	None
1.93	None	0.78975510597229
1.93	0.8199	None
1.93	0.6755	None
1.93	0.7282	None
1.93	0.7134	None
1.94	0.8204	None
1.94	0.7786	None
1.94	0.6898	None
1.94	0.7106	None
1.94	None	0.7901214361190796
1.94	0.7769	None
1.94	0.8372	None
1.94	0.7643	None
1.94	0.7132	None
1.94	0.7652	None
1.94	0.7542	None
1.94	0.7011	None
1.94	0.8146	None
1.94	None	0.7893893122673035
1.94	0.8158	None
1.94	0.778	None
1.94	0.7929	None
1.94	0.7491	None
1.94	0.7281	None
1.94	0.7967	None
1.94	0.718	None
1.94	0.7533	None
1.94	None	0.7902888655662537
1.94	0.7805	None
1.95	0.78	None
1.95	0.7656	None
1.95	0.786	None
1.95	0.7767	None
1.95	0.7323	None
1.95	0.7196	None
1.95	0.7772	None
1.95	None	0.7877833247184753
1.95	0.7107	None
1.95	0.8192	None
1.95	0.7452	None
1.95	0.7723	None
1.95	0.7955	None
1.95	0.7106	None
1.95	0.8052	None
1.95	0.6456	None
1.95	None	0.7887923121452332
1.95	0.6967	None
1.95	0.8218	None
1.95	0.7911	None
1.95	0.7296	None
1.95	0.7432	None
1.95	0.7272	None
1.96	0.8537	None
1.96	0.7207	None
1.96	None	0.7876014709472656
1.96	0.77	None
1.96	0.7792	None
1.96	0.8805	None
1.96	0.8271	None
1.96	0.6811	None
1.96	0.7283	None
1.96	0.6994	None
1.96	0.8459	None
1.96	None	0.7876947522163391
1.96	0.7331	None
1.96	0.8857	None
1.96	0.736	None
1.96	0.6893	None
1.96	0.8364	None
1.96	0.6316	None
1.96	0.7824	None
1.96	0.7768	None
1.96	None	0.7878981232643127
1.96	0.7937	None
1.96	0.7574	None
1.96	0.8607	None
1.96	0.7504	None
1.97	0.7147	None
1.97	0.6246	None
1.97	0.7161	None
1.97	0.7612	None
1.97	None	0.789886474609375
1.97	0.7676	None
1.97	0.8611	None
1.97	0.8217	None
1.97	0.8092	None
1.97	0.7807	None
1.97	0.8162	None
1.97	0.8389	None
1.97	0.7925	None
1.97	None	0.7890515923500061
1.97	0.8126	None
1.97	0.6695	None
1.97	0.7741	None
1.97	0.7666	None
1.97	0.7749	None
1.97	0.7911	None
1.97	0.7831	None
1.97	0.7676	None
1.97	None	0.7901943325996399
1.97	0.7488	None
1.98	0.9426	None
1.98	0.7631	None
1.98	0.7295	None
1.98	0.7179	None
1.98	0.7148	None
1.98	0.7764	None
1.98	0.8686	None
1.98	None	0.7905282378196716
1.98	0.8634	None
1.98	0.7456	None
1.98	0.7646	None
1.98	0.8251	None
1.98	0.8379	None
1.98	0.6463	None
1.98	0.733	None
1.98	0.785	None
1.98	None	0.7899256944656372
1.98	0.7507	None
1.98	0.7357	None
1.98	0.7527	None
1.98	0.8151	None
1.98	0.76	None
1.98	0.8697	None
1.99	0.7363	None
1.99	0.7516	None
1.99	None	0.7896994352340698
1.99	0.8149	None
1.99	0.8187	None
1.99	0.6486	None
1.99	0.6633	None
1.99	0.7195	None
1.99	0.6935	None
1.99	0.7066	None
1.99	0.708	None
1.99	None	0.7900940179824829
1.99	0.6459	None
1.99	0.7703	None
1.99	0.8264	None
1.99	0.5691	None
1.99	0.8193	None
1.99	0.8726	None
1.99	0.8036	None
1.99	0.6701	None
1.99	None	0.7890433073043823
1.99	0.79	None
1.99	0.7896	None
1.99	0.7247	None
2.0	0.7921	None
2.0	0.757	None
2.0	0.7593	None
2.0	0.7137	None
2.0	0.7102	None
2.0	None	0.7895721197128296
2.0	0.7355	None
2.0	0.7167	None
2.0	0.7095	None
2.0	0.8533	None
2.0	0.8006	None
2.0	0.6741	None
2.0	0.7396	None
2.0	0.6825	None
2.0	None	0.7957612872123718
2.0	0.6307	None
2.0	0.6726	None
2.0	0.6726	None
2.0	0.6955	None
2.0	0.759	None
2.0	0.7158	None
2.0	0.7653	None
2.0	0.7189	None
2.0	None	0.7986656427383423
2.0	0.6587	None
2.01	0.5474	None
2.01	0.6345	None
2.01	0.7272	None
2.01	0.7356	None
2.01	0.732	None
2.01	0.59	None
2.01	0.6597	None
2.01	None	0.8003992438316345
2.01	0.6198	None
2.01	0.6643	None
2.01	0.5823	None
2.01	0.7212	None
2.01	0.6142	None
2.01	0.6661	None
2.01	0.7417	None
2.01	0.6076	None
2.01	None	0.7993723750114441
2.01	0.6404	None
2.01	0.7081	None
2.01	0.676	None
2.01	0.6283	None
2.01	0.5452	None
2.01	0.6946	None
2.02	0.6456	None
2.02	0.6587	None
2.02	None	0.8013344407081604
2.02	0.6195	None
2.02	0.6802	None
2.02	0.6409	None
2.02	0.6682	None
2.02	0.6703	None
2.02	0.6201	None
2.02	0.5172	None
2.02	0.5686	None
2.02	None	0.8032285571098328
2.02	0.6313	None
2.02	0.6792	None
2.02	0.5553	None
2.02	0.5715	None
2.02	0.7435	None
2.02	0.5796	None
2.02	0.6641	None
2.02	0.6727	None
2.02	None	0.8017893433570862
2.02	0.565	None
2.02	0.5349	None
2.02	0.7389	None
2.03	0.7063	None
2.03	0.741	None
2.03	0.5743	None
2.03	0.7466	None
2.03	0.6083	None
2.03	None	0.803289532661438
2.03	0.6224	None
2.03	0.5846	None
2.03	0.5583	None
2.03	0.6303	None
2.03	0.6179	None
2.03	0.6405	None
2.03	0.6453	None
2.03	0.6894	None
2.03	None	0.8001596927642822
2.03	0.5935	None
2.03	0.6908	None
2.03	0.624	None
2.03	0.6957	None
2.03	0.6914	None
2.03	0.665	None
2.03	0.6057	None
2.03	0.7709	None
2.03	None	0.7990478277206421
2.04	0.5796	None
2.04	0.6249	None
2.04	0.6499	None
2.04	0.8062	None
2.04	0.6315	None
2.04	0.6514	None
2.04	0.6312	None
2.04	0.7003	None
2.04	None	0.7997307181358337
2.04	0.6162	None
2.04	0.6877	None
2.04	0.6049	None
2.04	0.6861	None
2.04	0.6746	None
2.04	0.642	None
2.04	0.7662	None
2.04	0.5382	None
2.04	None	0.8004005551338196
2.04	0.6738	None
2.04	0.6604	None
2.04	0.676	None
2.04	0.6602	None
2.04	0.6521	None
2.04	0.6141	None
2.05	0.6209	None
2.05	0.593	None
2.05	None	0.799392580986023
2.05	0.7641	None
2.05	0.6352	None
2.05	0.7332	None
2.05	0.6641	None
2.05	0.5681	None
2.05	0.6203	None
2.05	0.7263	None
2.05	0.6939	None
2.05	None	0.799971878528595
2.05	0.6576	None
2.05	0.689	None
2.05	0.5954	None
2.05	0.75	None
2.05	0.7421	None
2.05	0.6977	None
2.05	0.6636	None
2.05	0.6734	None
2.05	None	0.8005691766738892
2.05	0.6599	None
2.05	0.5623	None
2.05	0.7118	None
2.06	0.6204	None
2.06	0.7966	None
2.06	0.6486	None
2.06	0.6578	None
2.06	0.6917	None
2.06	None	0.7991393804550171
2.06	0.6707	None
2.06	0.6155	None
2.06	0.6401	None
2.06	0.7337	None
2.06	0.6897	None
2.06	0.5892	None
2.06	0.753	None
2.06	0.6817	None
2.06	None	0.799793541431427
2.06	0.7079	None
2.06	0.7883	None
2.06	0.719	None
2.06	0.6338	None
2.06	0.7586	None
2.06	0.7026	None
2.06	0.6716	None
2.06	0.6701	None
2.06	None	0.7971344590187073
2.07	0.5808	None
2.07	0.5607	None
2.07	0.6473	None
2.07	0.6142	None
2.07	0.6875	None
2.07	0.6668	None
2.07	0.6824	None
2.07	0.6291	None
2.07	None	0.7968359589576721
2.07	0.6276	None
2.07	0.628	None
2.07	0.5577	None
2.07	0.6495	None
2.07	0.6264	None
2.07	0.5628	None
2.07	0.6387	None
2.07	0.569	None
2.07	None	0.7986425757408142
2.07	0.6978	None
2.07	0.6444	None
2.07	0.6491	None
2.07	0.6138	None
2.07	0.6808	None
2.07	0.6729	None
2.08	0.6696	None
2.08	0.6437	None
2.08	None	0.7972938418388367
2.08	0.7284	None
2.08	0.6885	None
2.08	0.6549	None
2.08	0.5961	None
2.08	0.6302	None
2.08	0.6805	None
2.08	0.6308	None
2.08	0.654	None
2.08	None	0.7971321940422058
2.08	0.5668	None
2.08	0.7058	None
2.08	0.5962	None
2.08	0.6557	None
2.08	0.645	None
2.08	0.6763	None
2.08	0.6579	None
2.08	0.7531	None
2.08	None	0.7973131537437439
2.08	0.631	None
2.08	0.5304	None
