epoch	training_loss	validation_loss
2.08	0.7201	None
2.09	0.7227	None
2.09	0.6097	None
2.09	0.7349	None
2.09	0.6131	None
2.09	0.6618	None
2.09	None	0.7978876829147339
2.09	0.6939	None
2.09	0.7392	None
2.09	0.5964	None
2.09	0.6628	None
2.09	0.7317	None
2.09	0.7499	None
2.09	0.633	None
2.09	0.6568	None
2.09	None	0.7969009280204773
2.09	0.5188	None
2.09	0.7467	None
2.09	0.7417	None
2.09	0.6811	None
2.09	0.6377	None
2.09	0.6722	None
2.09	0.5776	None
2.09	0.7275	None
2.09	None	0.7954789400100708
2.1	0.6751	None
2.1	0.6473	None
2.1	0.6717	None
2.1	0.6455	None
2.1	0.6099	None
2.1	0.6962	None
2.1	0.6901	None
2.1	0.6602	None
2.1	None	0.7950230240821838
2.1	0.7055	None
2.1	0.7735	None
2.1	0.6285	None
2.1	0.6903	None
2.1	0.6188	None
2.1	0.6788	None
2.1	0.67	None
2.1	0.759	None
2.1	None	0.7940480709075928
2.1	0.6711	None
2.1	0.8036	None
2.1	0.6646	None
2.1	0.612	None
2.1	0.6285	None
2.11	0.6867	None
2.11	0.6749	None
2.11	0.6998	None
2.11	None	0.79580157995224
2.11	0.6611	None
2.11	0.7415	None
2.11	0.7257	None
2.11	0.6368	None
2.11	0.6865	None
2.11	0.8186	None
2.11	0.7382	None
2.11	0.6732	None
2.11	None	0.7959683537483215
2.11	0.6673	None
2.11	0.7111	None
2.11	0.6969	None
2.11	0.6011	None
2.11	0.7145	None
2.11	0.6826	None
2.11	0.7118	None
2.11	0.8162	None
2.11	None	0.7969229221343994
2.11	0.639	None
2.11	0.6388	None
2.11	0.6602	None
2.12	0.5494	None
2.12	0.6304	None
2.12	0.7187	None
2.12	0.6474	None
2.12	0.6525	None
2.12	None	0.7972921133041382
2.12	0.6732	None
2.12	0.6648	None
2.12	0.5717	None
2.12	0.7173	None
2.12	0.7254	None
2.12	0.753	None
2.12	0.7352	None
2.12	0.6021	None
2.12	None	0.8000403046607971
2.12	0.6962	None
2.12	0.5967	None
2.12	0.6821	None
2.12	0.7622	None
2.12	0.7383	None
2.12	0.686	None
2.12	0.6825	None
2.12	0.7251	None
2.12	None	0.7989664077758789
2.13	0.5902	None
2.13	0.7211	None
2.13	0.625	None
2.13	0.61	None
2.13	0.6214	None
2.13	0.5778	None
2.13	0.6797	None
2.13	0.754	None
2.13	None	0.7985504865646362
2.13	0.5911	None
2.13	0.6479	None
2.13	0.5884	None
2.13	0.6848	None
2.13	0.7758	None
2.13	0.7918	None
2.13	0.6226	None
2.13	0.8194	None
2.13	None	0.7961719632148743
2.13	0.7284	None
2.13	0.6236	None
2.13	0.6416	None
2.13	0.7247	None
2.13	0.6967	None
2.14	0.6667	None
2.14	0.5292	None
2.14	0.5988	None
2.14	None	0.7980021238327026
2.14	0.6927	None
2.14	0.6807	None
2.14	0.6377	None
2.14	0.7424	None
2.14	0.6562	None
2.14	0.7331	None
2.14	0.6443	None
2.14	0.6778	None
2.14	None	0.7976669073104858
2.14	0.6854	None
2.14	0.6529	None
2.14	0.6515	None
2.14	0.7174	None
2.14	0.7335	None
2.14	0.7652	None
2.14	0.6737	None
2.14	0.6435	None
2.14	None	0.7976163029670715
2.14	0.6996	None
2.14	0.6785	None
2.15	0.7234	None
2.15	0.7035	None
2.15	0.6286	None
2.15	0.6266	None
2.15	0.7023	None
2.15	0.616	None
2.15	None	0.7972582578659058
2.15	0.7563	None
2.15	0.6561	None
2.15	0.6691	None
2.15	0.6757	None
2.15	0.8205	None
2.15	0.687	None
2.15	0.6832	None
2.15	0.7652	None
2.15	None	0.7969017624855042
2.15	0.8056	None
2.15	0.6876	None
2.15	0.5401	None
2.15	0.6454	None
2.15	0.7245	None
2.15	0.6715	None
2.15	0.6549	None
2.15	0.7598	None
2.15	None	0.7950305938720703
2.16	0.604	None
2.16	0.608	None
2.16	0.6811	None
2.16	0.6307	None
2.16	0.6337	None
2.16	0.6983	None
2.16	0.748	None
2.16	0.6661	None
2.16	None	0.7944568395614624
2.16	0.7029	None
2.16	0.6353	None
2.16	0.5888	None
2.16	0.6096	None
2.16	0.7372	None
2.16	0.6432	None
2.16	0.6014	None
2.16	0.7132	None
2.16	None	0.7956430912017822
2.16	0.7564	None
2.16	0.5881	None
2.16	0.7307	None
2.16	0.6979	None
2.16	0.6342	None
2.17	0.5373	None
2.17	0.7118	None
2.17	0.7037	None
2.17	None	0.797723650932312
2.17	0.6549	None
2.17	0.7013	None
2.17	0.6285	None
2.17	0.6286	None
2.17	0.709	None
2.17	0.7444	None
2.17	0.5937	None
2.17	0.6429	None
2.17	None	0.7979127764701843
2.17	0.698	None
2.17	0.7679	None
2.17	0.6238	None
2.17	0.7166	None
2.17	0.7358	None
2.17	0.7555	None
2.17	0.6743	None
2.17	0.665	None
2.17	None	0.7979706525802612
2.17	0.5517	None
2.17	0.7159	None
2.18	0.6703	None
2.18	0.6002	None
2.18	0.6942	None
2.18	0.6139	None
2.18	0.6392	None
2.18	0.6367	None
2.18	None	0.7981023788452148
2.18	0.6432	None
2.18	0.7014	None
2.18	0.762	None
2.18	0.6405	None
2.18	0.7326	None
2.18	0.8579	None
2.18	0.7001	None
2.18	0.7091	None
2.18	None	0.7968275547027588
2.18	0.571	None
2.18	0.6972	None
2.18	0.7019	None
2.18	0.6952	None
2.18	0.6739	None
2.18	0.6573	None
2.18	0.6111	None
2.18	0.6818	None
2.18	None	0.7964960932731628
2.19	0.7368	None
2.19	0.7142	None
2.19	0.7393	None
2.19	0.7035	None
2.19	0.72	None
2.19	0.6602	None
2.19	0.7517	None
2.19	0.6522	None
2.19	None	0.7965932488441467
2.19	0.6335	None
2.19	0.7528	None
2.19	0.62	None
2.19	0.6005	None
2.19	0.6745	None
2.19	0.6187	None
2.19	0.7078	None
2.19	0.7148	None
2.19	None	0.795583188533783
2.19	0.6457	None
2.19	0.6956	None
2.19	0.6101	None
2.19	0.6149	None
2.19	0.6293	None
2.2	0.6838	None
2.2	0.6485	None
2.2	0.6035	None
2.2	None	0.7976263761520386
2.2	0.5552	None
2.2	0.7029	None
2.2	0.6175	None
2.2	0.7232	None
2.2	0.6077	None
2.2	0.7927	None
2.2	0.7043	None
2.2	0.7831	None
2.2	None	0.7950654625892639
2.2	0.6642	None
2.2	0.6885	None
2.2	0.6784	None
2.2	0.7967	None
2.2	0.6554	None
2.2	0.7371	None
2.2	0.5778	None
2.2	0.6561	None
2.2	None	0.7961247563362122
2.2	0.7355	None
2.2	0.6422	None
2.21	0.6903	None
2.21	0.6837	None
2.21	0.7062	None
2.21	0.6324	None
2.21	0.59	None
2.21	0.694	None
2.21	None	0.7924808263778687
2.21	0.7552	None
2.21	0.6898	None
2.21	0.6863	None
2.21	0.6873	None
2.21	0.6706	None
2.21	0.6214	None
2.21	0.5961	None
2.21	0.6542	None
2.21	None	0.79494309425354
2.21	0.6591	None
2.21	0.7183	None
2.21	0.591	None
2.21	0.6835	None
2.21	0.5572	None
2.21	0.7783	None
2.21	0.6108	None
2.22	0.5636	None
2.22	None	0.7956838011741638
2.22	0.583	None
2.22	0.6982	None
2.22	0.7516	None
2.22	0.626	None
2.22	0.693	None
2.22	0.6242	None
2.22	0.7076	None
2.22	0.7479	None
2.22	None	0.7960420250892639
2.22	0.7908	None
2.22	0.6417	None
2.22	0.7732	None
2.22	0.6388	None
2.22	0.7911	None
2.22	0.6764	None
2.22	0.5231	None
2.22	0.7681	None
2.22	None	0.795120894908905
2.22	0.7255	None
2.22	0.6964	None
2.22	0.636	None
2.22	0.5234	None
2.22	0.6883	None
2.23	0.6179	None
2.23	0.6839	None
2.23	0.6945	None
2.23	None	0.7973669171333313
2.23	0.6216	None
2.23	0.6142	None
2.23	0.5834	None
2.23	0.5825	None
2.23	0.7567	None
2.23	0.724	None
2.23	0.6815	None
2.23	0.7173	None
2.23	None	0.7964745759963989
2.23	0.7615	None
2.23	0.6367	None
2.23	0.6348	None
2.23	0.6808	None
2.23	0.6597	None
2.23	0.6226	None
2.23	0.5755	None
2.23	0.7146	None
2.23	None	0.7951980829238892
2.23	0.7415	None
2.23	0.7484	None
2.24	0.745	None
2.24	0.6573	None
2.24	0.7504	None
2.24	0.5597	None
2.24	0.7254	None
2.24	0.7558	None
2.24	None	0.7930337190628052
2.24	0.7285	None
2.24	0.7531	None
2.24	0.6783	None
2.24	0.6614	None
2.24	0.722	None
2.24	0.6893	None
2.24	0.6244	None
2.24	0.5805	None
2.24	None	0.7947130799293518
2.24	0.6712	None
2.24	0.5616	None
2.24	0.6253	None
2.24	0.738	None
2.24	0.6242	None
2.24	0.6002	None
2.24	0.693	None
2.25	0.7174	None
2.25	None	0.7937855124473572
2.25	0.6856	None
2.25	0.7261	None
2.25	0.6272	None
2.25	0.6393	None
2.25	0.7111	None
2.25	0.5687	None
2.25	0.6865	None
2.25	0.7278	None
2.25	None	0.79136061668396
2.25	0.7157	None
2.25	0.6902	None
2.25	0.6447	None
2.25	0.6479	None
2.25	0.4997	None
2.25	0.6845	None
2.25	0.6924	None
2.25	0.6724	None
2.25	None	0.7936879992485046
2.25	0.6101	None
2.25	0.6832	None
2.25	0.6197	None
2.25	0.7263	None
2.26	0.6525	None
2.26	0.6265	None
2.26	0.6644	None
2.26	0.6298	None
2.26	None	0.7925249934196472
2.26	0.608	None
2.26	0.7627	None
2.26	0.6474	None
2.26	0.7922	None
2.26	0.798	None
2.26	0.6519	None
2.26	0.7229	None
2.26	0.6435	None
2.26	None	0.7922220826148987
2.26	0.7029	None
2.26	0.7265	None
2.26	0.6988	None
2.26	0.6109	None
2.26	0.6837	None
2.26	0.7619	None
2.26	0.8045	None
2.26	0.5884	None
2.26	None	0.7902085781097412
2.26	0.6192	None
2.26	0.644	None
2.27	0.6024	None
2.27	0.7232	None
2.27	0.6889	None
2.27	0.5903	None
2.27	0.6706	None
2.27	0.6757	None
2.27	None	0.7900727391242981
2.27	0.8136	None
2.27	0.7344	None
2.27	0.6253	None
2.27	0.5673	None
2.27	0.656	None
2.27	0.7619	None
2.27	0.6346	None
2.27	0.5989	None
2.27	None	0.7889047265052795
2.27	0.7156	None
2.27	0.6025	None
2.27	0.6615	None
2.27	0.6842	None
2.27	0.7073	None
2.27	0.6743	None
2.27	0.6872	None
2.28	0.6898	None
2.28	None	0.7913966774940491
2.28	0.6249	None
2.28	0.6662	None
2.28	0.6852	None
2.28	0.6448	None
2.28	0.6752	None
2.28	0.6189	None
2.28	0.6459	None
2.28	0.7197	None
2.28	None	0.7922912836074829
2.28	0.6597	None
2.28	0.5353	None
2.28	0.5595	None
2.28	0.6391	None
2.28	0.6662	None
2.28	0.671	None
2.28	0.6784	None
2.28	0.5211	None
2.28	None	0.7886828184127808
2.28	0.6842	None
2.28	0.6522	None
2.28	0.7544	None
2.28	0.6274	None
2.29	0.6815	None
2.29	0.7449	None
2.29	0.6489	None
2.29	0.5671	None
2.29	None	0.7914231419563293
2.29	0.5793	None
2.29	0.6147	None
2.29	0.5988	None
2.29	0.7762	None
2.29	0.603	None
2.29	0.5794	None
2.29	0.6167	None
2.29	0.6763	None
2.29	None	0.7929030060768127
2.29	0.6839	None
2.29	0.6063	None
2.29	0.6547	None
2.29	0.7048	None
2.29	0.7741	None
2.29	0.6413	None
2.29	0.6954	None
2.29	0.6541	None
2.29	None	0.7907057404518127
2.29	0.6239	None
2.29	0.6276	None
2.3	0.7293	None
2.3	0.6432	None
2.3	0.7268	None
2.3	0.5973	None
2.3	0.6674	None
2.3	0.7045	None
2.3	None	0.7908563017845154
2.3	0.6193	None
2.3	0.5459	None
2.3	0.7472	None
2.3	0.6473	None
2.3	0.7135	None
2.3	0.5854	None
2.3	0.7498	None
2.3	0.7309	None
2.3	None	0.7915082573890686
2.3	0.6888	None
2.3	0.6645	None
2.3	0.7076	None
2.3	0.6809	None
2.3	0.6739	None
2.3	0.6172	None
2.3	0.8088	None
2.31	0.6327	None
2.31	None	0.7896689176559448
2.31	0.5934	None
2.31	0.5999	None
2.31	0.7197	None
2.31	0.7579	None
2.31	0.7149	None
2.31	0.7262	None
2.31	0.7195	None
2.31	0.6923	None
2.31	None	0.7885844707489014
2.31	0.5787	None
2.31	0.595	None
2.31	0.6874	None
2.31	0.6681	None
2.31	0.6624	None
2.31	0.7517	None
2.31	0.6363	None
2.31	0.5643	None
2.31	None	0.7889301180839539
2.31	0.5721	None
2.31	0.5632	None
2.31	0.7016	None
2.31	0.612	None
2.32	0.6166	None
2.32	0.6308	None
2.32	0.6991	None
2.32	0.6865	None
2.32	None	0.790106475353241
2.32	0.7594	None
2.32	0.4874	None
2.32	0.5719	None
2.32	0.6905	None
2.32	0.5664	None
2.32	0.6857	None
2.32	0.5967	None
2.32	0.6354	None
2.32	None	0.7900352478027344
2.32	0.6672	None
2.32	0.566	None
2.32	0.6582	None
2.32	0.7106	None
2.32	0.6022	None
2.32	0.601	None
2.32	0.6406	None
2.32	0.6299	None
2.32	None	0.7874076962471008
2.32	0.5787	None
2.33	0.5495	None
2.33	0.7211	None
2.33	0.5976	None
2.33	0.7019	None
2.33	0.6231	None
2.33	0.7737	None
2.33	0.6257	None
2.33	None	0.7859548330307007
2.33	0.6328	None
2.33	0.6492	None
2.33	0.6872	None
2.33	0.6716	None
2.33	0.5994	None
2.33	0.6343	None
2.33	0.7696	None
2.33	0.7133	None
2.33	None	0.7846077084541321
2.33	0.7668	None
2.33	0.6576	None
2.33	0.596	None
2.33	0.789	None
2.33	0.7447	None
2.33	0.7252	None
2.33	0.6836	None
2.34	0.6115	None
2.34	None	0.7867031097412109
2.34	0.7451	None
2.34	0.6947	None
2.34	0.6675	None
2.34	0.6364	None
2.34	0.5783	None
2.34	0.6858	None
2.34	0.6314	None
2.34	0.6338	None
2.34	None	0.7865232825279236
2.34	0.6265	None
2.34	0.7562	None
2.34	0.5826	None
2.34	0.704	None
2.34	0.5992	None
2.34	0.7888	None
2.34	0.6236	None
2.34	0.5832	None
2.34	None	0.7854851484298706
2.34	0.6249	None
2.34	0.6785	None
2.34	0.5438	None
2.34	0.6396	None
2.35	0.6377	None
2.35	0.6713	None
2.35	0.6838	None
2.35	0.6929	None
2.35	None	0.785444974899292
2.35	0.6822	None
2.35	0.6196	None
2.35	0.6846	None
2.35	0.6164	None
2.35	0.6738	None
2.35	0.687	None
2.35	0.6638	None
2.35	0.5989	None
2.35	None	0.7851406335830688
2.35	0.7659	None
2.35	0.6784	None
2.35	0.6794	None
2.35	0.5642	None
2.35	0.5917	None
2.35	0.6413	None
2.35	0.6844	None
2.35	0.7188	None
2.35	None	0.7842731475830078
2.35	0.7223	None
2.36	0.6355	None
2.36	0.7147	None
2.36	0.6147	None
2.36	0.6123	None
2.36	0.6483	None
2.36	0.7052	None
2.36	0.7309	None
2.36	None	0.78396075963974
2.36	0.6638	None
2.36	0.7438	None
2.36	0.6799	None
2.36	0.6643	None
2.36	0.7091	None
2.36	0.7322	None
2.36	0.6868	None
2.36	0.7117	None
2.36	None	0.7857598662376404
2.36	0.5536	None
2.36	0.6501	None
2.36	0.5516	None
2.36	0.5507	None
2.36	0.7384	None
2.36	0.5617	None
2.37	0.6475	None
2.37	0.6003	None
2.37	None	0.7827454209327698
2.37	0.8018	None
2.37	0.6778	None
2.37	0.6565	None
2.37	0.7234	None
2.37	0.6705	None
2.37	0.715	None
2.37	0.651	None
2.37	0.5316	None
2.37	None	0.7847548127174377
2.37	0.7238	None
2.37	0.6934	None
2.37	0.6305	None
2.37	0.7038	None
2.37	0.718	None
2.37	0.6641	None
2.37	0.5822	None
2.37	0.6731	None
2.37	None	0.7840761542320251
2.37	0.5699	None
2.37	0.7301	None
2.37	0.7543	None
2.37	0.6596	None
2.38	0.6379	None
2.38	0.6246	None
2.38	0.6991	None
2.38	0.6571	None
2.38	None	0.7835490107536316
2.38	0.6741	None
2.38	0.4806	None
2.38	0.7241	None
2.38	0.6359	None
2.38	0.7907	None
2.38	0.758	None
2.38	0.6368	None
2.38	0.6627	None
2.38	None	0.7842018008232117
2.38	0.6692	None
2.38	0.6378	None
2.38	0.6588	None
2.38	0.71	None
2.38	0.7001	None
2.38	0.6635	None
2.38	0.6164	None
2.38	0.6357	None
2.38	None	0.7851385474205017
2.38	0.6308	None
2.39	0.7482	None
2.39	0.7225	None
2.39	0.7003	None
2.39	0.6601	None
2.39	0.6356	None
2.39	0.6177	None
2.39	0.794	None
2.39	None	0.78461754322052
2.39	0.65	None
2.39	0.6455	None
2.39	0.7545	None
2.39	0.6229	None
2.39	0.6992	None
2.39	0.7076	None
2.39	0.6238	None
2.39	0.6935	None
2.39	None	0.785124659538269
2.39	0.7386	None
2.39	0.5629	None
2.39	0.7029	None
2.39	0.7482	None
2.39	0.7843	None
2.39	0.6113	None
2.4	0.6889	None
2.4	0.6318	None
2.4	None	0.7855850458145142
2.4	0.688	None
2.4	0.6622	None
2.4	0.6837	None
2.4	0.5592	None
2.4	0.6896	None
2.4	0.6602	None
2.4	0.5656	None
2.4	0.7558	None
2.4	None	0.783877968788147
2.4	0.6865	None
2.4	0.6969	None
2.4	0.6794	None
2.4	0.7573	None
2.4	0.5908	None
2.4	0.7337	None
2.4	0.7125	None
2.4	0.6052	None
2.4	None	0.7853966355323792
2.4	0.6486	None
2.4	0.5629	None
2.4	0.6451	None
2.4	0.6959	None
2.41	0.7432	None
2.41	0.6267	None
2.41	0.6031	None
2.41	0.6514	None
2.41	None	0.7852271199226379
2.41	0.5983	None
2.41	0.6369	None
2.41	0.7116	None
2.41	0.6487	None
2.41	0.8128	None
2.41	0.64	None
2.41	0.6712	None
2.41	0.5532	None
2.41	None	0.787020742893219
2.41	0.6725	None
2.41	0.6697	None
2.41	0.6086	None
2.41	0.6246	None
2.41	0.7039	None
2.41	0.6003	None
2.41	0.6585	None
2.41	0.701	None
2.41	None	0.7853772640228271
2.41	0.6176	None
2.42	0.6983	None
2.42	0.7038	None
2.42	0.5925	None
2.42	0.5459	None
2.42	0.6694	None
2.42	0.7049	None
2.42	0.6088	None
2.42	None	0.7841083407402039
2.42	0.6807	None
2.42	0.6089	None
2.42	0.7794	None
2.42	0.6565	None
2.42	0.6958	None
2.42	0.5454	None
2.42	0.6868	None
2.42	0.621	None
2.42	None	0.7848360538482666
2.42	0.6236	None
2.42	0.7254	None
2.42	0.6439	None
2.42	0.5833	None
2.42	0.6285	None
2.42	0.6414	None
2.43	0.7123	None
2.43	0.6833	None
2.43	None	0.7847387790679932
2.43	0.6384	None
2.43	0.6548	None
2.43	0.6964	None
2.43	0.7281	None
2.43	0.6009	None
2.43	0.7868	None
2.43	0.6793	None
2.43	0.7264	None
2.43	None	0.7839081883430481
2.43	0.6272	None
2.43	0.5705	None
2.43	0.6714	None
2.43	0.7316	None
2.43	0.5789	None
2.43	0.6775	None
2.43	0.6915	None
2.43	0.7081	None
2.43	None	0.7844704389572144
2.43	0.6667	None
2.43	0.6525	None
2.43	0.7809	None
2.44	0.6484	None
2.44	0.6744	None
2.44	0.7123	None
2.44	0.6074	None
2.44	0.7089	None
2.44	None	0.7835950255393982
2.44	0.6265	None
2.44	0.7107	None
2.44	0.6569	None
2.44	0.6743	None
2.44	0.6087	None
2.44	0.6376	None
2.44	0.6781	None
2.44	0.6427	None
2.44	None	0.7845770716667175
2.44	0.7091	None
2.44	0.6148	None
2.44	0.6541	None
2.44	0.6595	None
2.44	0.6663	None
2.44	0.6416	None
2.44	0.7491	None
2.44	0.6971	None
2.44	None	0.7827413082122803
2.44	0.6811	None
2.45	0.538	None
2.45	0.6878	None
2.45	0.6868	None
2.45	0.6047	None
2.45	0.6381	None
2.45	0.6407	None
2.45	0.7405	None
2.45	None	0.7835207581520081
2.45	0.6978	None
2.45	0.7143	None
2.45	0.6047	None
2.45	0.6719	None
2.45	0.5521	None
2.45	0.6021	None
2.45	0.7282	None
2.45	0.6061	None
2.45	None	0.7819779515266418
2.45	0.6585	None
2.45	0.6547	None
2.45	0.6793	None
2.45	0.7443	None
2.45	0.731	None
2.45	0.5729	None
2.46	0.6157	None
2.46	0.6816	None
2.46	None	0.784224808216095
2.46	0.6584	None
2.46	0.6678	None
2.46	0.701	None
2.46	0.5849	None
2.46	0.7008	None
2.46	0.7395	None
2.46	0.6699	None
2.46	0.685	None
2.46	None	0.7830798625946045
2.46	0.7037	None
2.46	0.6824	None
2.46	0.6281	None
2.46	0.6156	None
2.46	0.7457	None
2.46	0.6163	None
2.46	0.7107	None
2.46	0.6435	None
2.46	None	0.782524049282074
2.46	0.667	None
2.46	0.6476	None
2.46	0.6035	None
2.47	0.5789	None
2.47	0.6837	None
2.47	0.6199	None
2.47	0.651	None
2.47	0.7067	None
2.47	None	0.7837070226669312
2.47	0.63	None
2.47	0.7049	None
2.47	0.6969	None
2.47	0.6029	None
2.47	0.6959	None
2.47	0.7041	None
2.47	0.6993	None
2.47	0.681	None
2.47	None	0.783421516418457
2.47	0.634	None
2.47	0.7096	None
2.47	0.5925	None
2.47	0.6391	None
2.47	0.6631	None
2.47	0.5816	None
2.47	0.661	None
2.47	0.6182	None
2.47	None	0.7815828919410706
2.48	0.4724	None
2.48	0.6605	None
2.48	0.6607	None
2.48	0.6174	None
2.48	0.6673	None
2.48	0.5831	None
2.48	0.5603	None
2.48	0.6965	None
2.48	None	0.779962420463562
2.48	0.6476	None
2.48	0.6545	None
2.48	0.6642	None
2.48	0.6408	None
2.48	0.6862	None
2.48	0.6637	None
2.48	0.6869	None
2.48	0.661	None
2.48	None	0.7803372740745544
2.48	0.5655	None
2.48	0.6279	None
2.48	0.7781	None
2.48	0.6309	None
2.48	0.7007	None
2.48	0.716	None
2.49	0.6497	None
2.49	0.6124	None
2.49	None	0.7790799736976624
2.49	0.7123	None
2.49	0.7395	None
2.49	0.5983	None
2.49	0.6657	None
2.49	0.699	None
2.49	0.715	None
2.49	0.7502	None
2.49	0.7547	None
2.49	None	0.7779828310012817
2.49	0.7554	None
2.49	0.7193	None
2.49	0.6792	None
2.49	0.6785	None
2.49	0.6819	None
2.49	0.6758	None
2.49	0.6319	None
2.49	0.6327	None
2.49	None	0.779449462890625
2.49	0.6959	None
2.49	0.6878	None
2.49	0.6749	None
2.5	0.7051	None
2.5	0.6606	None
2.5	0.6515	None
2.5	0.664	None
2.5	0.745	None
2.5	None	0.778485119342804
2.5	0.6061	None
2.5	0.6969	None
2.5	0.7307	None
2.5	0.6385	None
2.5	0.665	None
2.5	0.6698	None
2.5	0.6478	None
2.5	0.6187	None
2.5	None	0.7812855839729309
2.5	0.6589	None
2.5	0.6844	None
2.5	0.6782	None
2.5	0.7608	None
2.5	0.6035	None
2.5	0.587	None
2.5	0.5835	None
2.5	0.6033	None
2.5	None	0.77854323387146
2.51	0.661	None
2.51	0.5946	None
2.51	0.5987	None
2.51	0.6047	None
2.51	0.6422	None
2.51	0.7301	None
2.51	0.6196	None
2.51	0.6675	None
2.51	None	0.7812192440032959
2.51	0.6572	None
2.51	0.7573	None
2.51	0.6397	None
2.51	0.5103	None
2.51	0.6909	None
2.51	0.7342	None
2.51	0.6362	None
2.51	0.6597	None
2.51	None	0.7795935273170471
2.51	0.6207	None
2.51	0.5953	None
2.51	0.6378	None
2.51	0.5963	None
2.51	0.748	None
2.51	0.7191	None
2.52	0.6182	None
2.52	0.6582	None
2.52	None	0.7800411581993103
2.52	0.5833	None
2.52	0.6855	None
2.52	0.5992	None
2.52	0.6608	None
2.52	0.674	None
2.52	0.6087	None
2.52	0.6763	None
2.52	0.5854	None
2.52	None	0.7789241671562195
2.52	0.6739	None
2.52	0.6299	None
2.52	0.5107	None
2.52	0.7416	None
2.52	0.6268	None
2.52	0.6957	None
2.52	0.7065	None
2.52	0.6205	None
2.52	None	0.7786982655525208
2.52	0.7001	None
2.52	0.7941	None
2.52	0.7142	None
2.53	0.6309	None
2.53	0.6302	None
2.53	0.6552	None
2.53	0.5828	None
2.53	0.6561	None
2.53	None	0.7773105502128601
2.53	0.7279	None
2.53	0.6942	None
2.53	0.7407	None
2.53	0.7581	None
2.53	0.6131	None
2.53	0.6494	None
2.53	0.6528	None
2.53	0.7198	None
2.53	None	0.7756684422492981
2.53	0.654	None
2.53	0.6935	None
2.53	0.6187	None
2.53	0.7428	None
2.53	0.6353	None
2.53	0.6904	None
2.53	0.7246	None
2.53	0.6498	None
2.53	None	0.7755663394927979
2.54	0.7145	None
2.54	0.8035	None
2.54	0.6237	None
2.54	0.6633	None
2.54	0.7041	None
2.54	0.719	None
2.54	0.6301	None
2.54	0.7087	None
2.54	None	0.7748410701751709
2.54	0.6958	None
2.54	0.6671	None
2.54	0.6484	None
2.54	0.6909	None
2.54	0.7289	None
2.54	0.7186	None
2.54	0.668	None
2.54	0.7061	None
2.54	None	0.7749394178390503
2.54	0.6881	None
2.54	0.624	None
2.54	0.6622	None
2.54	0.7732	None
2.54	0.6417	None
2.55	0.6114	None
2.55	0.6925	None
2.55	0.625	None
2.55	None	0.7753458619117737
2.55	0.6484	None
2.55	0.6869	None
2.55	0.6694	None
2.55	0.7247	None
2.55	0.686	None
2.55	0.6434	None
2.55	0.697	None
2.55	0.6851	None
2.55	None	0.7759723663330078
2.55	0.7058	None
2.55	0.5833	None
2.55	0.6786	None
2.55	0.5507	None
2.55	0.7395	None
2.55	0.6256	None
2.55	0.6305	None
2.55	0.5806	None
2.55	None	0.7740442752838135
2.55	0.6371	None
2.55	0.8402	None
2.55	0.6524	None
2.56	0.5871	None
2.56	0.7846	None
2.56	0.7011	None
2.56	0.7015	None
2.56	0.6223	None
2.56	None	0.7747107744216919
2.56	0.6733	None
2.56	0.6207	None
2.56	0.6165	None
2.56	0.6986	None
2.56	0.5942	None
2.56	0.6064	None
2.56	0.7475	None
2.56	0.6664	None
2.56	None	0.774424135684967
2.56	0.7159	None
2.56	0.722	None
2.56	0.7089	None
2.56	0.6434	None
2.56	0.6589	None
2.56	0.786	None
2.56	0.6845	None
2.56	0.5968	None
2.56	None	0.7762855291366577
2.57	0.7394	None
2.57	0.7963	None
2.57	0.5975	None
2.57	0.717	None
2.57	0.4898	None
2.57	0.6066	None
2.57	0.6926	None
2.57	0.5767	None
2.57	None	0.774691641330719
2.57	0.685	None
2.57	0.6388	None
2.57	0.6274	None
2.57	0.7485	None
2.57	0.7505	None
2.57	0.6293	None
2.57	0.8223	None
2.57	0.6066	None
2.57	None	0.7749559283256531
2.57	0.6823	None
2.57	0.628	None
2.57	0.7142	None
2.57	0.7149	None
2.57	0.6071	None
2.58	0.6882	None
2.58	0.7701	None
2.58	0.6509	None
2.58	None	0.77497398853302
2.58	0.6709	None
2.58	0.6632	None
2.58	0.6453	None
2.58	0.6285	None
2.58	0.6494	None
2.58	0.7109	None
2.58	0.6504	None
2.58	0.626	None
2.58	None	0.7739877104759216
2.58	0.663	None
2.58	0.6118	None
2.58	0.7534	None
2.58	0.5865	None
2.58	0.7059	None
2.58	0.7582	None
2.58	0.6326	None
2.58	0.7727	None
2.58	None	0.7747301459312439
2.58	0.7312	None
2.58	0.7581	None
2.59	0.7015	None
2.59	0.6414	None
2.59	0.7772	None
2.59	0.5971	None
2.59	0.6345	None
2.59	0.6657	None
2.59	None	0.7754536271095276
2.59	0.704	None
2.59	0.6505	None
2.59	0.7496	None
2.59	0.5264	None
2.59	0.6274	None
2.59	0.6218	None
2.59	0.7251	None
2.59	0.7508	None
2.59	None	0.7758662104606628
2.59	0.6233	None
2.59	0.5667	None
2.59	0.6447	None
2.59	0.6636	None
2.59	0.6243	None
2.59	0.6758	None
2.59	0.7047	None
2.59	0.5623	None
2.59	None	0.7749233841896057
2.6	0.6515	None
2.6	0.6841	None
2.6	0.6313	None
2.6	0.7012	None
2.6	0.6693	None
2.6	0.8001	None
2.6	0.6709	None
2.6	0.6061	None
2.6	None	0.7746118903160095
2.6	0.6015	None
